Christian Code,DrugBank ID,AE(kcal/mol) 4NQC,AE(kcal/mol) 5U72,MEDIA GEO EA,SMILES,Common name
db3994,DB06190,"-8,9","-8,7","-8,80",[H][C@](O)(CNCCNC1=CC(=CC=C1)C1=CC(=CC=C1)C(O)=O)C1=CC=CC(Cl)=C1,Solabegron
db3996,DB06194,"-6,7","-9,4","-7,94",CCC(O)(CC)\C=C\C[C@H](C)C1=CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@@](F)([H])C1=C,Elocalcitol
db3999,DB06199,"-7,7","-7,4","-7,55",CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1C1=CC=C(OC)C=C1)C(O)=O)C1=CC2=C(OCO2)C=C1,Atrasentan
db4001,DB06201,"-8,2","-7,6","-7,89",NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,Rufinamide
db4002,DB06202,-7,"-8,9","-7,89",[H][C@@]1(CCC2=CC(O)=CC=C2[C@@]1([H])C1=CC=C(OCCN2CCCC2)C=C1)C1=CC=CC=C1,Lasofoxifene
db4005,DB06207,"-9,3","-8,3","-8,79",C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,Silodosin
db4008,DB06212,-8,"-8,9","-8,44",CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,Tolvaptan
db4012,DB06228,"-7,5","-8,6","-8,03",[H][C@]1(CNC(=O)C2=CC=C(Cl)S2)CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,Rivaroxaban
db4013,DB06229,"-9,4","-9,4","-9,40",CC1=CC=CN2C(=O)C(CCN3CCC(CC3)C3=NOC4=CC(F)=CC=C34)=C(C)N=C12,Ocaperidone
db4017,DB06235,"-9,3","-8,2","-8,73",CC1=C(C)C2=C(C=C1)C(=O)C1=CC=CC(CC(O)=O)=C1O2,Vadimezan
db4019,DB06237,"-8,4","-7,6","-7,99",COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1,Avanafil
db4020,DB06240,"-9,4","-9,7","-9,55",COC1=CC2=C(CN(CCC3=CC=C(NC(=O)C4=CC(OC)=C(OC)C=C4NC(=O)C4=CN=C5C=CC=CC5=C4)C=C3)CC2)C=C1OC,Tariquidar
db4023,DB06247,"-9,1","-7,6","-8,32",O=C(N1CCCCC1)C1=CC2=C(C=C1)N=CC=N2,CX516
db4024,DB06248,"-9,8",-10,"-9,90",CCOC(=O)NC(=N)C1=CC=C(OCC2=CC=CC(COC3=CC=C(C=C3)C(C)(C)C3=CC=C(O)C=C3)=C2)C=C1,Amelubant
db4025,DB06249,-8,"-8,4","-8,20",COC1=CC=C(C=C1)C1=C(OC2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,Arzoxifene
db4032,DB06263,"-6,9","-8,6","-7,70",[H][C@@]1(C[C@@](N)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O)O[C@H]1C[C@H](O)[C@H](O)CO1,Amrubicin
db4033,DB06264,"-7,8",-8,"-7,90",CC(CN1CCCCC1)C(=O)C1=CC=C(C)C=C1,Tolperisone
db4034,DB06266,"-9,4","-8,4","-8,89",OC(=O)C1=NN(CC2=C(Cl)C=C(Cl)C=C2)C2=C1C=CC=C2,Lonidamine
db4035,DB06267,"-7,7","-8,1","-7,90",CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C,Udenafil
db4036,DB06268,"-7,2","-9,3","-8,18",CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,Sitaxentan
db4038,DB06274,"-8,9","-9,4","-9,15",C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1,Alvimopan
db4039,DB06276,-9,"-7,7","-8,32",OC(=O)[C@@H](CSC1=CC=CC=C1)CC(=O)C1=CC=C(C=C1)C1=CC=C(Cl)C=C1,Tanomastat
db4040,DB06280,"-6,9","-9,6","-8,14",NC(=O)C(C1=CC=CC=C1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,Senicapoc
db4041,DB06281,-8,"-9,8","-8,85",CCOC(=O)N1[C@H](CC)C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(=O)OC)C2=C1C=CC(=C2)C(F)(F)F,Torcetrapib
db4044,DB06292,"-9,2","-7,2","-8,14",CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,Dapagliflozin
db4045,DB06295,"-7,5","-9,2","-8,31",CC(C)N1CCN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2OC[C@@](CN3C=NC=N3)(O2)C2=CC=C(F)C=C2F)C=C1,Pramiconazole
db4046,DB06299,"-8,1","-7,3","-7,69",CC1=CN(C(=O)C=C1)C1=CC=C(O)C=C1,Hydronidone
db4047,DB06302,"-9,3","-9,7","-9,50",COCCNCC1=CC=C(N=C1)C1=CC2=NC=CC(OC3=CC=C(NC(=S)NC(=O)CC4=CC=C(F)C=C4)C=C3F)=C2S1,Glesatinib
db4048,DB06306,"-6,5","-9,5","-7,86",CC(C)C1=CC(C(=O)N2CC3=CC=C(CN4CCN(C)CC4)C=C3C2)=C(O)C=C1O,Onalespib
db4051,DB06311,-8,"-9,1","-8,53",CCN(CC)CCN(CC1=CC=C(C=C1)C1=CC=C(C=C1)C(F)(F)F)C(=O)CN1C2=C(CCC2)C(=O)N=C1SCC1=CC=C(F)C=C1,Darapladib
db4052,DB06313,"-7,5",-8,"-7,75",COC1=CC(=CC(OC)=C1OC)C(=O)C1=C(C)OC2=C1C=CC(OC)=C2OP(O)(O)=O,BNC105
db4053,DB06314,"-9,4","-8,2","-8,78",CN1C=C(C=N1)C1=NN2C(SC3=CC=C4N=CC=CC4=C3)=NN=C2C=C1,SGX-523
db4054,DB06321,"-8,2","-9,7","-8,92",CCC(=O)NS(=O)(=O)C1=CC(NC2=NC=C(F)C(NC3=CC=C(OCC#C)C=C3)=N2)=CC=C1C,R-348
db4057,DB06334,"-7,9","-8,2","-8,05",NC1=CC(F)=CC=C1NC(=O)C1=CC=C(CNC(=O)\C=C\C2=CN=CC=C2)C=C1,Tucidinostat
db4060,DB06346,"-7,8","-8,2","-8,00",CCOC1=CC=C(C=N1)C1=CC=C(CN2C(CC(C)(C)C(O)=O)=C(SC(C)(C)C)C3=CC(OCC4=CC=C(C)C=N4)=CC=C23)C=C1,Fiboflapon
db4061,DB06347,"-8,2",-9,"-8,59",[H][C@@]12C[C@@]([H])(C=C1)[C@@H]([C@@H]2NC1=C(F)C=NC(NC2=CC=C(N3CCN(C)CC3)C(C)=C2)=N1)C(N)=O,Cenisertib
db4062,DB06350,"-7,6","-9,9","-8,67",CNC1=C(F)C=C2C(NC(=O)N(C2=O)C2=CC=C(NC(=O)NS(=O)(=O)C3=CC=C(Cl)S3)C=C2)=C1,Elinogrel
db4063,DB06354,"-9,6",-8,"-8,76",[H][C@]1(CCC2=NN=NN2)CC[C@@]2([H])CN[C@@]([H])(C[C@@]2([H])C1)C(O)=O,Tezampanel
db4066,DB06364,"-7,9","-10,1","-8,93",CC1=CC=CC2=NC3=CC=CC(C(O)=NCCNCCNCCN=C(O)C4=C5N=C6C(C)=CC=CC6=NC5=CC=C4)=C3N=C12,XR5944
db4067,DB06367,-9,"-9,4","-9,20",CC(C)C[C@H](NC(=O)C1=CC2=CC=CC=C2O1)C(=O)N[C@H]1CC[C@@H](C)N(CC1=O)S(=O)(=O)C1=CC=CC=N1,Relacatib
db4068,DB06368,"-8,4","-8,6","-8,50",COC1=CC=C(SC2=C3N=CN(CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)C3=NC(N)=N2)C=C1,Alamifovir
db4069,DB06370,"-8,4","-7,7","-8,04",NS(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC2=C1NC=C2Cl,Indisulam
db4070,DB06374,"-7,4","-7,8","-7,60",CCNCCC1=CC=C(CN(CC)C2=C(C=CC(OC)=C2)[C@@H]2CCC3=CC(O)=CC=C3C2)C=C1,Elacestrant
db4071,DB06393,-10,"-10,5","-10,25",FC(F)(F)C1=CC(=CC=C1)C1=CCN(CCC2=CC3=CC=CC=C3C=C2)CC1,Xaliproden
db4072,DB06395,"-8,3","-9,6","-8,93",CC1=CC=C(OC2=CC=CC=C2C2=CSC(N=C3NCCCN3)=N2)C(C)=C1,Abafungin
db4074,DB06401,"-7,7","-8,8","-8,23",CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1,Bazedoxifene
db4075,DB06403,"-6,8",-9,"-7,82",COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,Ambrisentan
db4078,DB06409,"-8,1","-8,6","-8,35",[H][C@]12C=C[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4O,Morphine glucuronide
db4079,DB06410,"-7,1","-8,4","-7,72",[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)\C=C\[C@H](C)C(C)C,Doxercalciferol
db4081,DB06413,"-8,7","-8,1","-8,39",NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,Armodafinil
db4082,DB06414,"-8,4","-8,6","-8,50",CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,Etravirine
db4085,DB06422,"-7,5","-7,8","-7,65",CO[C@H]1CNCC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,Ticalopride
db4086,DB06429,"-9,4","-9,1","-9,25",CCC(NC(=O)C1=C(O)C(=NC2=CC=CC=C12)C1=CC=CC=C1)C1=CC=CC=C1,Talnetant
db4088,DB06435,"-9,3","-9,4","-9,35",CN1C2=CC=CC=C2C(=N[C@H](NC(=O)C2=CC3=CC=CC4=C3N2CCC4)C1=O)C1=CC=CC=C1,Tarazepide
db4089,DB06436,"-7,7","-8,1","-7,90",CC1=CC(C)=C(N1)\C=C1/C(=O)NC2=CC=CC=C12,Semaxanib
db4090,DB06440,-7,"-8,3","-7,62",C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,Ravuconazole
db4091,DB06442,"-8,5","-8,7","-8,60",CC(C)C1=CC(C(C)C)=C(CC(=O)NS(=O)(=O)OC2=C(C=CC=C2C(C)C)C(C)C)C(=C1)C(C)C,Avasimibe
db4092,DB06444,"-6,7","-8,7","-7,63",CCCCCCC(C)(C)C1=CC(O)=C2[C@H]3CC(CO)=CC[C@@H]3C(C)(C)OC2=C1,Dexanabinol
db4094,DB06446,"-8,3","-9,5","-8,88",C(CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1)CC1(OCCO1)C1=CC=CC=C1,Dotarizine
db4095,DB06448,"-8,6","-9,7","-9,13",NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1,Lonafarnib
db4096,DB06454,"-9,4","-8,9","-9,15",FC1=CC=C(C=C1)C1=CN=CC(CNC[C@H]2CCC3=CC=CC=C3O2)=C1,Sarizotan
db4100,DB06460,"-9,9","-7,7","-8,73",CCCOC1=CC=C2[C@@H]([C@H]([C@@H](C2=C1)C1=CC=C(OC)C=C1OCCO)C(O)=O)C1=CC=C2OCOC2=C1,Enrasentan
db4101,DB06465,"-7,9","-7,4","-7,65",CC(=O)N1CCN(CC1)NC(=O)C1=CC=C(F)C=C1,FK-960
db4105,DB06471,"-7,5","-7,7","-7,60",[H][C@]12O[C@@]1([H])[C@@]1([H])C[C@]2([H])C[C@@H]1C1=NC2=C(N1)N(CCC)C(=O)C(CCC)C2=O,Naxifylline
db4106,DB06472,"-8,4",-8,"-8,20",NC(=N)C1=CC=C(C=C1)C1=CC=C(OC[C@@H]2C[C@@H](CC(O)=O)C(=O)N2)C=C1,Fradafiban
db4107,DB06477,"-8,7","-7,1","-7,86",CN[C@H]1CN2C(=O)NC3=CC=CC(C1)=C23,Sumanirole
db4111,DB06481,"-7,5","-7,7","-7,60",O\C(CCC#C)=C(\C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,Manitimus
db4113,DB06486,"-9,5","-10,1","-9,80",CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12,Enzastaurin
db4114,DB06494,"-8,1","-8,2","-8,15",CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)CC2=CC=CC=C2)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=CC=C1,Sufugolix
db4115,DB06497,"-8,5","-8,9","-8,70",[H][C@@]1(NC(=O)C2(CCN(CC3=CC=C(OC4=CC=C(C=C4)C(O)=O)C=C3)CC2)N(CCCC)C1=O)[C@H](O)C1CCCCC1,Aplaviroc
db4116,DB06499,"-7,7","-8,8","-8,23",CC(C(O)=O)C1=CC=CC2=C1OC=C2C1=CC=CC=C1,Furaprofen
db4117,DB06506,-9,-9,"-9,00",O=C1N(CCCCNC[C@H]2CCC3=CC=CC=C3O2)S(=O)(=O)C2=CC=CC=C12,Repinotan
db4118,DB06510,"-8,5","-9,1","-8,79",COC1=CC=C(OC(=O)N(CC(O)=O)CC2=CC=C(OCCC3=C(C)OC(=N3)C3=CC=CC=C3)C=C2)C=C1,Muraglitazar
db4120,DB06515,"-10,1","-10,1","-10,10",[H][C@]12O[C@]3(CC4=CC=CC=C4)O[C@]1(C[C@@]([H])(C)[C@]1(O3)[C@]3([H])C=C(C)C(=O)[C@@]3(O)CC(COC(=O)CC3=CC(OC)=C(O)C=C3)=C[C@@]21[H])C(C)=C,Resiniferatoxin
db4121,DB06518,-8,"-8,7","-8,34",CN1C(=O)C(OC2=CC=C(F)C=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,R-1487
db4122,DB06519,"-9,4","-8,9","-9,15",CC1=C(CCOC2=C3C=CSC3=C(CC3SC(=O)N=C3O)C=C2)N=C(O1)C1=CC=CC=C1,Edaglitazone
db4125,DB06525,"-8,8","-9,3","-9,05",CCC1=C(NC(=O)OC2=CC3=C(C=C2)N(C)[C@H]2ON(C)CC[C@@]32C)C=CC=C1,Ganstigmine
db4127,DB06529,"-7,2","-8,1","-7,64",O=C(C1=C2N=CC=C(N2N=C1)C1=CC=NC=C1)C1=CC=CC=N1,Ocinaplon
db4130,DB06533,"-7,8","-8,1","-7,95",CCO[C@H](CC1=CC=C(OCCN2C3=CC=CC=C3OC3=C2C=CC=C3)C=C1)C(O)=O,Ragaglitazar
db4133,DB06538,"-7,1","-8,1","-7,58",NC(=O)C1=C2C[C@H](COC2=C(F)C=C1)N(C1CCC1)C1CCC1,Robalzotan
db4137,DB06555,"-8,9","-10,3","-9,57",FC1=CC=C(C=C1)N1C=C(CCCCN2CCC3(CC2)OCC2=CC=CC=C32)C2=CC=CC=C12,Siramesine
db4138,DB06558,"-9,6","-9,4","-9,50",COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=NC=C(C=C2)C(C)C)N=C(N=C1OCCO)C1=CC(=NC=C1)C1=NNN=N1,Tezosentan
db4141,DB06578,"-8,5","-8,5","-8,50",CC(=O)C1=CC=C2OC(C)(C)[C@@H](O)[C@@H](NC(=O)C3=CC=C(F)C(Cl)=C3)C2=C1,Tonabersat
db4145,DB06582,"-6,7","-8,4","-7,50",CC[C@@H]1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC=C(OC)C(OC)=C1,Dextofisopam
db4146,DB06585,"-7,3","-8,5","-7,88",CCC1(CC2=CC=C(F)C=C2C1)C1=CNC=N1,Fipamezole
db4148,DB06589,"-8,7","-8,4","-8,55",CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,Pazopanib
db4149,DB06590,"-7,6","-7,5","-7,55",[H][C@]12SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC)\C1=NSC(NP(O)(O)=O)=N1)C([O-])=O,Ceftaroline fosamil
db4150,DB06594,"-9,5","-7,9","-8,66",COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,Agomelatine
db4151,DB06595,"-7,7",-8,"-7,85",CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,Midostaurin
db4154,DB06603,"-8,2","-8,8","-8,49",[H]\C(=C(\[H])C1=CC=C(CNCCC2=C(C)NC3=CC=CC=C23)C=C1)C(O)=NO,Panobinostat
db4155,DB06604,"-6,9","-8,2","-7,52",[H][C@]12CCC[C@H](N1C(=O)[C@H](CC1=C2C=CC=C1)NC(=O)[C@@H](SC(C)=O)C(C)C)C(O)=O,Ilepatril
db4156,DB06605,"-6,7","-8,5","-7,55",COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,Apixaban
db4157,DB06608,"-8,8","-8,8","-8,80",COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1,Tafenoquine
db4158,DB06609,"-7,1",-8,"-7,54",[H][C@@]1(O)CS[C@@]([H])(OC2=CC3=C(C=C2)C(C)=CC(=O)O3)[C@]([H])(O)[C@@]1([H])O,Odiparcil
db4160,DB06616,"-7,2","-8,1","-7,64",COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl,Bosutinib
db4161,DB06618,"-7,5","-7,9","-7,70",COC1=C(OC)C=C(CCN2CCN(CCCC3=CC=CC=C3)CC2)C=C1,Cutamesine
db4163,DB06620,"-8,6","-9,3","-8,94",O=C1CC2=C3O[C@@H](CNCC4=CC=CC=C4)COC3=CC=C2N1,Aplindore
db4165,DB06623,-9,"-7,8","-8,38",CCOC(=O)NC1=C(N)N=C(NCC2=CC=C(F)C=C2)C=C1,Flupirtine
db4166,DB06624,"-8,2","-7,7","-7,95",C[C@H](NC(=O)C(C)(C)OC1=CC=C(C=N1)C(F)(F)F)[C@@H](CC1=CC=C(Cl)C=C1)C1=CC=CC(=C1)C#N,Taranabant
db4167,DB06625,"-8,8","-8,4","-8,60",CC1=CC(CN2N=NC3=C(N=C(N)N=C23)C2=CC=CO2)=CC=C1N,Vipadenant
db4168,DB06626,"-7,6",-9,"-8,27",CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Axitinib
db4169,DB06629,"-7,4","-7,6","-7,50",COC1=NC(C)=CN=C1NS(=O)(=O)C1=CC=CN=C1C1=CC=C(C=C1)C1=NN=CO1,Zibotentan
db4170,DB06630,"-8,6","-10,2","-9,37",COC1=CC(F)=C(C=C1C1=CC=C(C=C1CN1[C@@H](C)[C@H](OC1=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(C)C,Anacetrapib
db4172,DB06634,"-6,1","-9,4","-7,57",C[C@@H](N(C)C(=O)N1CC[C@@H](C[C@@H]1C1=CC=C(F)C=C1C)N1CCN(CC1)C(C)=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,Casopitant
db4173,DB06635,-10,"-8,4","-9,17",COC(=O)[C@H](CC1=CC(=CC=C1)C(N)=N)[C@@H](C)NC(=O)C1=CC=C(C=C1)C1=CC=[N+]([O-])C=C1,Otamixaban
db4175,DB06638,"-9,1","-10,2","-9,63",[H][C@@]1(CCN=C(O)C2=CN3C4=CC5=CC=CC=C5C=C4OC4=C3C(=CC(F)=C4N3CCC([H])(C3)C3=CN=CC=N3)C2=O)CCCN1C,Quarfloxin
db4177,DB06645,"-6,4","-9,2","-7,67",CN(C)N(C)C(=O)[C@@]1(CC2=CC=CC=C2)CCCN(C1)C(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)C(C)(C)N,Anamorelin
db4178,DB06649,"-8,6","-7,8","-8,19",C[C@H](NCC1=CC=C(OCC2=CC=CC=C2F)C=C1)C(N)=O,Priralfinamide
db4179,DB06652,"-7,6",-8,"-7,80",COC[C@H](N1CCN(C[C@@H]1C)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C)C1=CC=C(C=C1)C(F)(F)F,Vicriviroc
db4180,DB06654,"-8,4","-7,9","-8,15",C[C@H](NCC1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O,Safinamide
db4183,DB06660,"-8,1","-9,3","-8,68",CN(C[C@@H](CCN1CCC(CC1)(NC(C)=O)C1=CC=CC=C1)C1=CC=C(Cl)C(Cl)=C1)C(=O)C1=CC=CC=C1,Saredutant
db4184,DB06666,"-8,8","-8,8","-8,80",CC1=CC=C(F)C=C1C(=O)NC1=CC=C(C(=O)N2CC3=CC=CN3CC3=C2C=CC=C3)C(Cl)=C1,Lixivaptan
db4187,DB06673,"-7,8","-8,9","-8,33",CNC(=O)[C@H](N1CCC2=CC(OC)=C(OC)C=C2[C@@H]1CCC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,Almorexant
db4188,DB06677,"-9,6",-9,"-9,30",COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C)C=N2)N=C(N=C1OCCO)C1=CC=NC(=C1)C1=NN=NN1,Clazosentan
db4189,DB06678,"-7,2",-8,"-7,59",[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1,Esmirtazapine
db4193,DB06684,"-9,3","-8,6","-8,94",NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,Vilazodone
db4197,DB06693,"-6,7","-8,9","-7,72",[H][C@]12[C@H](CCC=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,Mevastatin
db4202,DB06700,-8,"-7,7","-7,85",CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,Desvenlafaxine
db4203,DB06701,"-8,5",-8,"-8,25",[H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1,Dexmethylphenidate
db4211,DB06711,"-9,6","-8,7","-9,14",C(C1=NCCN1)C1=CC=CC2=CC=CC=C12,Naphazoline
db4212,DB06712,"-7,1","-8,3","-7,68",COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N,Nilvadipine
db4213,DB06713,"-6,4","-8,8","-7,50",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(C=C3CC[C@@]21[H])=NO,Norelgestromin
db4216,DB06717,"-8,6","-9,8","-9,18",C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,Fosaprepitant
db4218,DB06721,"-7,9","-8,6","-8,24",[H]\C(=N/OC(C)(C)C)C1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=CC=C12,Gimatecan
db4220,DB06726,"-7,9","-7,5","-7,70",CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,Bufuralol
db4223,DB06729,"-8,2","-8,8","-8,49",NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1,Sulfaphenazole
db4225,DB06731,-7,"-8,3","-7,62",NCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,Seproxetine
db4226,DB06732,"-7,5","-11,3","-9,21",O=C1C=C(OC2=C1C1=CC=CC=C1C=C2)C1=CC=CC=C1,beta-Naphthoflavone
db4228,DB06735,"-7,8","-7,9","-7,85",CCN(CC)CCOC1=CC=C(C=C1)C(=C(\Cl)C1=CC=CC=C1)\C1=CC=CC=C1,Enclomiphene
db4229,DB06736,"-9,1",-8,"-8,53",OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,Aceclofenac
db4230,DB06737,"-8,3","-8,9","-8,59",CC(C(O)=O)C1=CC=C2SC3=C(C=CC=C3)C(=O)CC2=C1,Zaltoprofen
db4232,DB06739,"-7,1","-8,9","-7,95",CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O,Seratrodast
db4233,DB06741,"-9,2","-8,6","-8,89",OC(=O)C1=C(\C=C\C(=O)NC2=CC=CC=C2)C2=C(Cl)C=C(Cl)C=C2N1,Gavestinel
db4244,DB06764,"-9,1","-8,4","-8,74",C1CN=C(N1)C1CCCC2=CC=CC=C12,Tetryzoline
db4252,DB06780,"-6,6","-8,7","-7,58",[H][C@@]12CC[C@H](C(=O)COC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Desoxycorticosterone acetate
db4253,DB06781,"-6,7","-8,4","-7,50",[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,Difluprednate
db4257,DB06789,"-7,4","-8,5","-7,93",[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Hydroxyprogesterone caproate
db4265,DB06802,"-8,9","-8,5","-8,70",NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N,Nepafenac
db4266,DB06803,"-7,8","-7,8","-7,80",OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,Niclosamide
db4267,DB06807,"-8,9","-7,8","-8,33",NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1,Phenyl aminosalicylate
db4270,DB06814,"-8,3","-8,1","-8,20",CC(CC1=CC=C2OCOC2=C1)NCC(O)C1=CC=C(O)C(O)=C1,Protokylol
db4271,DB06816,"-6,4",-9,"-7,59",CN(C)C1=CC2=C(C=C1)[N+](C)=C(\C=C\C1=C(C)N(C(C)=C1)C1=CC=CC=C1)C=C2,Pyrvinium
db4272,DB06817,"-10,1","-9,3","-9,69",CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1,Raltegravir
db4273,DB06819,"-8,1",-7,"-7,53",OC(=O)CCCC1=CC=CC=C1,Phenylbutyric acid
db4278,DB06826,"-7,6","-7,7","-7,65",CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,Unoprostone
